date,year,month,day,weekday,is_weekend,barrio,lat,lon,population_factor,tourism_factor,infrastructure_age,coastal,season_index,temperature_c,rainfall_mm,consumption_m3_day,flow_m3h,pressure_bar,risk_score,breakdown_probability,breakdown_event,pressure_alert,flow_alert,anomaly_alert,total_alerts,risk_level
2024-02-15,2024,2,15,3,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,75,16.748,23.577,559.93,24.918,3.736,0.4741,0.0737,0,0,0,0,0,medio
2024-02-16,2024,2,16,4,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,75,14.429,17.495,560.43,21.951,3.912,0.4313,0.0694,0,0,0,0,0,medio
2024-02-17,2024,2,17,5,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,75,13.877,22.231,565.583,24.752,4.206,0.3675,0.0721,0,0,0,0,0,bajo
2024-02-18,2024,2,18,6,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,75,13.187,37.562,530.584,21.362,3.87,0.4274,0.0905,0,0,0,0,0,medio
2024-02-19,2024,2,19,0,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,75,15.542,28.34,488.096,21.077,3.945,0.4884,0.0794,0,0,0,0,0,medio
2024-02-20,2024,2,20,1,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,75,12.413,28.086,571.664,24.011,3.906,0.3968,0.0791,0,0,0,0,0,bajo
2024-02-21,2024,2,21,2,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,75,13.272,21.864,548.562,20.736,4.089,0.4603,0.0717,0,0,0,0,0,medio
2024-02-22,2024,2,22,3,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,75,15.654,26.942,496.586,20.546,3.832,0.4528,0.0778,0,0,0,0,0,medio
2024-02-23,2024,2,23,4,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,75,17.032,31.738,559.845,22.98,3.876,0.4605,0.0835,0,0,0,0,0,medio
2024-02-24,2024,2,24,5,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,75,15.221,18.842,532.504,22.893,4.047,0.3872,0.0694,0,0,0,0,0,bajo
2024-02-25,2024,2,25,6,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,75,14.018,28.541,610.046,26.445,4.016,0.5441,0.0797,1,0,0,0,1,medio
2024-02-26,2024,2,26,0,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,75,13.338,21.893,522.321,19.201,3.918,0.3966,0.0717,0,0,0,0,0,bajo
2024-02-27,2024,2,27,1,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,75,15.345,22.986,549.196,23.711,3.844,0.4146,0.073,1,0,0,0,1,medio
2024-02-28,2024,2,28,2,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,75,13.181,21.71,532.781,21.15,3.879,0.3692,0.0715,0,0,0,0,0,bajo
2024-02-29,2024,2,29,3,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,75,15.455,32.014,530.814,20.413,3.866,0.4076,0.0838,0,0,0,0,0,medio
2024-03-01,2024,3,1,4,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,82,19.07,36.83,531.399,21.048,4.022,0.4622,0.0896,0,0,0,0,0,medio
2024-03-02,2024,3,2,5,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,82,20.231,22.557,491.673,20.953,3.977,0.4185,0.0725,0,0,0,0,0,medio
2024-03-03,2024,3,3,6,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,82,17.879,29.491,535.711,22.507,3.982,0.3774,0.0808,0,0,0,0,0,bajo
2024-03-04,2024,3,4,0,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,82,15.643,29.083,469.855,19.707,4.001,0.4557,0.0803,0,0,0,0,0,medio
2024-03-05,2024,3,5,1,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,82,18.86,39.033,558.829,24.434,3.974,0.3915,0.0923,0,0,0,0,0,bajo
2024-03-06,2024,3,6,2,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,82,18.72,29.045,487.469,20.136,3.971,0.4394,0.0803,0,0,0,0,0,medio
2024-03-07,2024,3,7,3,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,82,18.089,11.91,556.107,26.055,3.988,0.3811,0.0694,1,0,0,0,1,bajo
2024-03-08,2024,3,8,4,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,82,19.721,36.07,469.834,19.455,3.98,0.4679,0.0887,0,0,0,0,0,medio
2024-03-09,2024,3,9,5,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,82,16.612,29.591,573.36,23.791,3.978,0.4158,0.0809,0,0,0,0,0,medio
2024-03-10,2024,3,10,6,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,82,20.497,27.487,552.914,24.768,3.808,0.4153,0.0784,0,0,0,0,0,medio
2024-03-11,2024,3,11,0,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,82,18.111,31.048,501.012,19.84,3.956,0.4345,0.0827,0,0,0,0,0,medio
2024-03-12,2024,3,12,1,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,82,19.547,28.15,516.447,21.316,3.858,0.4455,0.0792,0,0,0,0,0,medio
2024-03-13,2024,3,13,2,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,82,21.492,36.08,525.949,22.329,3.931,0.3715,0.0887,0,0,0,0,0,bajo
2024-03-14,2024,3,14,3,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,82,19.11,26.065,520.984,22.708,3.86,0.4017,0.0767,0,0,0,0,0,medio
2024-03-15,2024,3,15,4,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,82,20.114,20.483,503.449,20.869,3.951,0.4532,0.07,0,0,0,0,0,medio
2024-03-16,2024,3,16,5,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,82,19.242,29.963,482.762,19.627,4.1,0.4454,0.0814,0,0,0,0,0,medio
2024-03-17,2024,3,17,6,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,82,20.42,8.01,558.833,25.518,3.694,0.5215,0.0694,0,0,0,0,0,medio
2024-03-18,2024,3,18,0,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,82,20.364,23.922,435.264,18.541,4.103,0.4398,0.0741,0,0,0,0,0,medio
2024-03-19,2024,3,19,1,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,82,18.34,7.247,527.743,23.913,4.077,0.3406,0.0694,0,0,0,0,0,bajo
2024-03-20,2024,3,20,2,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,82,17.689,9.663,508.052,21.585,3.775,0.4709,0.0694,0,0,0,0,0,medio
2024-03-21,2024,3,21,3,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,82,18.135,22.447,447.43,18.333,3.963,0.4293,0.0724,0,0,0,0,0,medio
2024-03-22,2024,3,22,4,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,82,19.324,21.621,515.41,22.551,3.933,0.4512,0.0714,0,0,0,0,0,medio
2024-03-23,2024,3,23,5,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,82,17.987,28.706,519.218,22.052,3.947,0.4184,0.0799,1,0,0,0,1,medio
2024-03-24,2024,3,24,6,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,82,18.195,9.188,549.451,23.159,4.038,0.4108,0.0694,0,0,0,0,0,medio
2024-03-25,2024,3,25,0,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,82,18.388,16.124,476.498,18.133,4.139,0.4887,0.0694,0,0,0,0,0,medio
2024-03-26,2024,3,26,1,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,82,17.613,40.301,496.016,20.389,4.122,0.4609,0.0938,0,0,0,0,0,medio
2024-03-27,2024,3,27,2,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,82,19.331,20.427,488.109,18.46,3.918,0.4785,0.0699,0,0,0,0,0,medio
2024-03-28,2024,3,28,3,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,82,18.988,15.046,513.606,22.484,3.997,0.4434,0.0694,0,0,0,0,0,medio
2024-03-29,2024,3,29,4,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,82,20.258,0.0,518.348,24.374,3.763,0.4295,0.0694,0,0,0,0,0,medio
2024-03-30,2024,3,30,5,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,82,18.264,33.327,552.337,23.189,4.031,0.4383,0.0854,0,0,0,0,0,medio
2024-03-31,2024,3,31,6,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,82,19.185,25.758,481.989,19.537,4.091,0.3582,0.0763,0,0,0,0,0,bajo
2024-04-01,2024,4,1,0,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,90,22.622,30.337,496.094,20.323,3.727,0.4503,0.0818,0,0,0,0,0,medio
2024-04-02,2024,4,2,1,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,90,19.901,28.211,517.569,22.786,4.014,0.4688,0.0793,0,0,0,0,0,medio
2024-04-03,2024,4,3,2,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,90,23.876,1.631,450.269,18.071,3.946,0.4394,0.0694,0,0,0,0,0,medio
2024-04-04,2024,4,4,3,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,90,24.249,28.336,468.934,19.772,3.855,0.4164,0.0794,0,0,0,0,0,medio
2024-04-05,2024,4,5,4,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,90,17.461,39.701,511.652,20.684,4.177,0.4115,0.0931,0,0,0,0,0,medio
2024-04-06,2024,4,6,5,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,90,21.843,32.868,521.222,21.88,4.088,0.4623,0.0849,0,0,0,0,0,medio
2024-04-07,2024,4,7,6,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,90,24.239,40.846,534.515,22.401,3.96,0.5003,0.0944,0,0,0,0,0,medio
2024-04-08,2024,4,8,0,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,90,22.156,4.163,459.687,18.658,3.952,0.5104,0.0694,0,0,0,0,0,medio
2024-04-09,2024,4,9,1,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,90,21.206,11.448,535.652,23.576,3.943,0.4167,0.0694,0,0,0,0,0,medio
2024-04-10,2024,4,10,2,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,90,21.084,21.528,562.311,23.67,3.839,0.4597,0.0713,0,0,0,0,0,medio
2024-04-11,2024,4,11,3,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,90,20.482,24.309,528.024,21.659,3.896,0.3842,0.0746,0,0,0,0,0,bajo
2024-04-12,2024,4,12,4,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,90,21.73,8.901,551.014,23.494,4.004,0.4827,0.0694,0,0,0,0,0,medio
2024-04-13,2024,4,13,5,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,90,21.954,20.453,516.059,21.974,3.985,0.4142,0.07,0,0,0,0,0,medio
2024-04-14,2024,4,14,6,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,90,22.793,16.162,465.033,19.868,4.073,0.5525,0.0697,0,0,0,0,0,medio
2024-04-15,2024,4,15,0,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,90,21.766,8.015,501.03,21.087,3.851,0.4216,0.0694,0,0,0,0,0,medio
2024-04-16,2024,4,16,1,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,90,23.963,11.064,493.807,19.108,3.88,0.4095,0.0694,0,0,0,0,0,medio
2024-04-17,2024,4,17,2,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,90,23.293,30.952,516.59,22.56,4.118,0.4638,0.0826,0,0,0,0,0,medio
2024-04-18,2024,4,18,3,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,90,24.087,27.657,514.092,19.863,3.844,0.4124,0.0786,0,0,0,0,0,medio
2024-04-19,2024,4,19,4,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,90,22.542,28.232,533.885,23.579,4.085,0.387,0.0793,0,0,0,0,0,bajo
2024-04-20,2024,4,20,5,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,90,21.873,22.344,505.406,19.322,3.913,0.4905,0.0722,0,0,0,0,0,medio
2024-04-21,2024,4,21,6,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,90,25.6,19.595,601.562,25.288,3.925,0.3807,0.0694,1,0,0,0,1,bajo
2024-04-22,2024,4,22,0,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,90,21.82,12.177,532.876,23.489,4.076,0.4204,0.0694,0,0,0,0,0,medio
2024-04-23,2024,4,23,1,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,90,22.484,25.043,540.961,22.955,4.175,0.4816,0.0755,0,0,0,0,0,medio
2024-04-24,2024,4,24,2,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,90,23.817,33.353,554.165,24.46,3.938,0.431,0.0855,0,0,0,0,0,medio
2024-04-25,2024,4,25,3,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,90,25.085,21.904,508.331,21.235,3.907,0.4227,0.0717,0,0,0,0,0,medio
2024-04-26,2024,4,26,4,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,90,25.151,15.843,496.398,19.788,4.035,0.4942,0.0694,0,0,0,0,0,medio
2024-04-27,2024,4,27,5,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,90,22.879,23.169,519.693,22.226,3.981,0.4371,0.0732,0,0,0,0,0,medio
2024-04-28,2024,4,28,6,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,90,23.252,15.353,516.894,23.376,4.269,0.3779,0.0694,0,0,0,0,0,bajo
2024-04-29,2024,4,29,0,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,90,21.138,17.07,521.432,22.369,3.964,0.4611,0.0694,0,0,0,0,0,medio
2024-04-30,2024,4,30,1,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,90,22.207,17.819,447.8,17.575,3.827,0.4565,0.0694,1,0,0,0,1,medio
2024-05-01,2024,5,1,2,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,105,25.613,0.0,583.831,25.133,3.594,0.5054,0.0694,0,0,0,0,0,medio
2024-05-02,2024,5,2,3,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,105,25.961,4.003,681.211,32.937,3.629,0.5057,0.0694,0,0,0,0,0,medio
2024-05-03,2024,5,3,4,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,105,23.772,15.841,632.927,26.543,3.805,0.488,0.0694,0,0,0,0,0,medio
2024-05-04,2024,5,4,5,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,105,26.559,8.317,622.157,27.991,3.909,0.5493,0.0694,0,0,0,0,0,medio
2024-05-05,2024,5,5,6,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,105,23.499,11.235,684.264,30.687,3.954,0.472,0.0694,0,0,0,0,0,medio
2024-05-06,2024,5,6,0,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,105,24.621,23.741,641.021,26.182,3.845,0.4201,0.0739,0,0,0,0,0,medio
2024-05-07,2024,5,7,1,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,105,23.571,25.486,632.934,27.301,3.617,0.48,0.076,0,0,0,0,0,medio
2024-05-08,2024,5,8,2,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,105,23.974,13.629,621.812,23.157,4.028,0.4495,0.0694,0,0,0,0,0,medio
2024-05-09,2024,5,9,3,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,105,23.247,0.0,649.487,29.245,3.935,0.3891,0.0694,0,0,0,0,0,bajo
2024-05-10,2024,5,10,4,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,105,24.616,19.776,664.209,23.544,3.972,0.3885,0.0694,0,0,0,0,0,bajo
2024-05-11,2024,5,11,5,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,105,24.414,15.699,612.455,26.418,4.011,0.4509,0.0694,0,0,0,0,0,medio
2024-05-12,2024,5,12,6,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,105,23.227,21.233,617.734,27.109,3.898,0.4462,0.0709,0,0,0,0,0,medio
2024-05-13,2024,5,13,0,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,105,24.476,17.522,589.49,25.174,3.936,0.4121,0.0694,0,0,0,0,0,medio
2024-05-14,2024,5,14,1,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,105,21.393,15.12,703.15,31.407,3.943,0.4506,0.0694,0,0,0,0,0,medio
2024-05-15,2024,5,15,2,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,105,24.242,16.894,609.837,26.372,4.176,0.4453,0.0694,0,0,0,0,0,medio
2024-05-16,2024,5,16,3,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,105,22.679,18.989,638.581,27.774,3.849,0.4948,0.0694,0,0,0,0,0,medio
2024-05-17,2024,5,17,4,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,105,23.598,8.391,594.848,27.251,3.913,0.4837,0.0694,0,0,0,0,0,medio
2024-05-18,2024,5,18,5,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,105,23.118,9.895,724.215,29.39,3.786,0.4665,0.0694,0,0,0,0,0,medio
2024-05-19,2024,5,19,6,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,105,24.831,16.491,746.293,31.646,3.963,0.5025,0.0694,0,0,0,0,0,medio
2024-05-20,2024,5,20,0,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,105,23.251,2.245,589.654,25.546,3.96,0.4496,0.0694,0,0,0,0,0,medio
2024-05-21,2024,5,21,1,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,105,27.78,3.952,719.776,27.817,3.795,0.3573,0.0694,0,0,0,0,0,bajo
2024-05-22,2024,5,22,2,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,105,23.044,2.343,588.101,25.457,4.011,0.5359,0.0694,0,0,0,0,0,medio
2024-05-23,2024,5,23,3,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,105,25.025,0.396,627.995,25.488,3.971,0.4962,0.0694,0,0,0,0,0,medio
2024-05-24,2024,5,24,4,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,105,23.432,20.986,639.183,26.2,3.828,0.4198,0.0706,0,0,0,0,0,medio
2024-05-25,2024,5,25,5,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,105,25.157,13.572,668.642,31.267,4.062,0.4291,0.0694,0,0,0,0,0,medio
2024-05-26,2024,5,26,6,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,105,24.375,13.313,650.749,27.709,4.084,0.3873,0.0694,0,0,0,0,0,bajo
2024-05-27,2024,5,27,0,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,105,23.972,8.069,717.725,31.403,4.006,0.4524,0.0694,1,0,0,0,1,medio
2024-05-28,2024,5,28,1,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,105,22.519,19.036,659.761,29.258,3.882,0.4512,0.0694,0,0,0,0,0,medio
2024-05-29,2024,5,29,2,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,105,26.034,0.0,669.181,27.854,3.778,0.3493,0.0694,0,0,0,0,0,bajo
2024-05-30,2024,5,30,3,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,105,26.868,27.072,654.543,29.948,3.904,0.5083,0.0779,0,0,0,0,0,medio
2024-05-31,2024,5,31,4,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,105,23.924,5.902,561.645,24.908,3.856,0.4033,0.0694,0,0,0,0,0,medio
2024-06-01,2024,6,1,5,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,125,24.45,23.479,796.257,30.422,3.83,0.4106,0.0736,0,0,0,0,0,medio
2024-06-02,2024,6,2,6,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,125,25.187,1.879,710.47,28.896,4.088,0.4844,0.0694,0,0,0,0,0,medio
2024-06-03,2024,6,3,0,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,125,20.756,7.007,750.763,33.356,3.662,0.4567,0.0694,0,0,0,0,0,medio
2024-06-04,2024,6,4,1,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,125,27.323,9.806,636.606,26.571,3.601,0.4007,0.0694,0,0,0,0,0,medio
2024-06-05,2024,6,5,2,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,125,26.025,0.0,652.087,28.542,3.735,0.4673,0.0694,0,0,0,0,0,medio
2024-06-06,2024,6,6,3,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,125,27.328,5.536,660.478,28.696,3.748,0.4513,0.0694,0,0,0,0,0,medio
2024-06-07,2024,6,7,4,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,125,24.548,15.243,689.538,27.655,3.916,0.5273,0.0694,0,0,0,0,0,medio
2024-06-08,2024,6,8,5,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,125,24.975,5.869,704.716,26.969,4.065,0.4117,0.0694,0,0,0,0,0,medio
2024-06-09,2024,6,9,6,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,125,23.825,1.978,758.879,33.191,3.907,0.5099,0.0694,0,0,0,0,0,medio
2024-06-10,2024,6,10,0,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,125,24.744,1.653,703.549,28.298,4.074,0.4392,0.0694,0,0,0,0,0,medio
2024-06-11,2024,6,11,1,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,125,25.895,7.822,655.42,27.268,4.016,0.4183,0.0694,0,0,0,0,0,medio
2024-06-12,2024,6,12,2,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,125,24.772,15.389,663.351,30.139,3.888,0.4494,0.0694,0,0,0,0,0,medio
2024-06-13,2024,6,13,3,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,125,22.782,0.0,646.101,28.45,3.907,0.4313,0.0694,0,0,0,0,0,medio
2024-06-14,2024,6,14,4,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,125,27.084,18.906,633.19,25.73,4.132,0.4598,0.0694,0,0,0,0,0,medio
2024-06-15,2024,6,15,5,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,125,25.834,16.673,683.136,28.776,4.013,0.3986,0.0694,0,0,0,0,0,bajo
2024-06-16,2024,6,16,6,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,125,23.085,0.0,683.49,29.158,3.863,0.4255,0.0694,1,0,0,0,1,medio
2024-06-17,2024,6,17,0,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,125,23.036,11.467,712.651,29.576,3.87,0.4781,0.0694,0,0,0,0,0,medio
2024-06-18,2024,6,18,1,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,125,25.562,35.525,662.437,27.437,3.996,0.5343,0.0881,0,0,0,0,0,medio
2024-06-19,2024,6,19,2,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,125,21.523,12.678,770.331,33.096,3.741,0.4856,0.0694,0,0,0,0,0,medio
2024-06-20,2024,6,20,3,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,125,26.606,0.0,670.322,26.732,3.839,0.524,0.0694,0,0,0,0,0,medio
2024-06-21,2024,6,21,4,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,125,23.918,0.0,592.404,23.139,3.938,0.4863,0.0694,0,0,0,0,0,medio
2024-06-22,2024,6,22,5,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,125,27.113,1.15,697.288,27.485,4.017,0.5591,0.0703,0,0,0,0,0,medio
2024-06-23,2024,6,23,6,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,125,24.238,18.991,645.977,27.678,4.058,0.4568,0.0694,0,0,0,0,0,medio
2024-06-24,2024,6,24,0,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,125,27.398,25.144,664.868,26.965,3.796,0.5065,0.0756,0,0,0,0,0,medio
2024-06-25,2024,6,25,1,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,125,24.378,8.532,647.208,27.344,4.218,0.4457,0.0694,0,0,0,0,0,medio
2024-06-26,2024,6,26,2,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,125,26.28,9.764,724.981,30.456,3.861,0.3732,0.0694,0,0,0,0,0,bajo
2024-06-27,2024,6,27,3,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,125,22.003,11.022,612.803,27.136,3.923,0.4388,0.0694,1,0,0,0,1,medio
2024-06-28,2024,6,28,4,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,125,25.69,0.367,627.893,27.717,3.958,0.4413,0.0694,0,0,0,0,0,medio
2024-06-29,2024,6,29,5,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,125,24.77,11.055,672.72,30.932,3.835,0.5419,0.0694,0,0,0,0,0,medio
2024-06-30,2024,6,30,6,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,125,25.967,14.216,756.066,30.179,4.012,0.5538,0.0698,1,0,0,0,1,medio
2024-07-01,2024,7,1,0,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,168,22.791,1.289,690.744,31.244,3.779,0.418,0.0694,0,0,0,0,0,medio
2024-07-02,2024,7,2,1,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,168,23.676,25.083,686.342,28.778,3.821,0.4638,0.0755,0,0,0,0,0,medio
2024-07-03,2024,7,3,2,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,168,23.766,8.911,702.971,28.719,3.789,0.4928,0.0694,0,0,0,0,0,medio
2024-07-04,2024,7,4,3,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,168,23.507,24.67,768.28,29.603,3.815,0.4806,0.075,0,0,0,0,0,medio
2024-07-05,2024,7,5,4,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,168,20.64,9.468,704.983,32.186,3.865,0.5268,0.0694,0,0,0,0,0,medio
2024-07-06,2024,7,6,5,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,168,21.197,12.495,796.351,31.593,3.875,0.3972,0.0694,0,0,0,0,0,bajo
2024-07-07,2024,7,7,6,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,168,23.994,2.085,736.558,28.956,3.81,0.5452,0.0694,0,0,0,0,0,medio
2024-07-08,2024,7,8,0,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,168,21.235,3.167,637.796,25.227,4.076,0.4374,0.0694,0,0,0,0,0,medio
2024-07-09,2024,7,9,1,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,168,22.596,5.676,732.532,26.444,3.913,0.4462,0.0694,0,0,0,0,0,medio
2024-07-10,2024,7,10,2,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,168,24.186,0.0,757.979,31.168,3.774,0.4747,0.0694,1,0,0,0,1,medio
2024-07-11,2024,7,11,3,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,168,25.047,9.066,714.111,31.095,4.025,0.5038,0.0694,0,0,0,0,0,medio
2024-07-12,2024,7,12,4,0,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,168,23.652,7.509,757.854,31.434,3.886,0.5519,0.0696,0,0,0,0,0,medio
2024-07-13,2024,7,13,5,1,CENTRO,38.3453,-0.4831,1.1,0.55,52,0,168,22.727,1.918,813.375,35.247,3.906,0.4628,0.0694,0,0,0,0,0,medio
